t [s],v [É m/sec]
16.5,14.898
16.51,11.576
16.52,8.323
16.53,4.313
16.54,0.279
16.55,-3.179
16.56,-6.406
16.57,-9.348
16.58,-12.08
16.59,-14.547
16.6,-16.959
16.61,-18.627
16.62,-19.986
16.63,-20.301
16.64,-18.724
16.65,-15.91
16.66,-11.681
16.67,-6.339
16.68,-0.586
16.69,4.231
16.7,7.391
16.71,9.311
16.72,10.58
16.73,11.333
16.74,11.309
16.75,11.546
16.76,11.985
16.77,12.091
16.78,11.017
16.79,8.735
16.8,5.055
16.81,0.741
16.82,-4.182
16.83,-9.225
16.84,-14.037
16.85,-18.091
16.86,-20.493
16.87,-21.042
16.88,-20.281
16.89,-19.105
16.9,-17.178
16.91,-14.438
16.92,-11.858
16.93,-8.945
16.94,-6.37
16.95,-3.377
16.96,0.01
16.97,3.663
16.98,7.836
16.99,11.734
17,14.598
17.01,16.462
17.02,17.654
17.03,18.065
17.04,17.852
17.05,16.852
17.06,15.419
17.07,14.39
17.08,13.298
17.09,12.396
17.1,11.019
17.11,8.958
17.12,6.106
17.13,3.502
17.14,1.294
17.15,-0.616
17.16,-1.818
17.17,-3.717
17.18,-5.87
17.19,-8.274
17.2,-11.326
17.21,-14.504
17.22,-17.535
17.23,-19.772
17.24,-20.622
17.25,-20.311
17.26,-19.244
17.27,-17.266
17.28,-14.34
17.29,-10.533
17.3,-6.432
17.31,-2.616
17.32,1.198
17.33,5.027
17.34,8.359
17.35,11.877
17.36,16.103
17.37,21.073
17.38,26.547
17.39,32.296
17.4,36.593
17.41,39.054
17.42,39.141
17.43,36.954
17.44,32.937
17.45,27.585
17.46,21.391
17.47,14.385
17.48,7.948
17.49,2.009
17.5,-3.65
17.51,-10.092
17.52,-17.336
17.53,-25.149
17.54,-33.198
17.55,-40.829
17.56,-47.076
17.57,-51.572
17.58,-54.414
17.59,-55.332
17.6,-52.911
17.61,-48.167
17.62,-41.363
17.63,-32.845
17.64,-23.401
17.65,-13.492
17.66,-3.724
17.67,6.088
17.68,15.869
17.69,25.414
17.7,34.161
17.71,41.432
17.72,47.539
17.73,52.901
17.74,57.115
17.75,59.754
17.76,61.048
17.77,59.885
17.78,56.318
17.79,49.63
17.8,40.361
17.81,29.502
17.82,18.186
17.83,6.681
17.84,-4.179
17.85,-14.927
17.86,-25.22
17.87,-34.647
17.88,-42.674
17.89,-49.559
17.9,-55.261
17.91,-59.605
17.92,-62.045
17.93,-62.801
17.94,-61.534
17.95,-58.424
17.96,-53.143
17.97,-46.146
17.98,-37.874
17.99,-29.187
18,-20.265
18.01,-10.2
18.02,1.3
18.03,13.007
18.04,24.433
18.05,34.801
18.06,43.849
18.07,50.773
18.08,56.393
18.09,59.677
18.1,59.777
18.11,56.782
18.12,51.478
18.13,44.994
18.14,37.89
18.15,31.447
18.16,25.249
18.17,18.941
18.18,11.971
18.19,3.201
18.2,-7.573
18.21,-19.114
18.22,-30.209
18.23,-40.449
18.24,-49.182
18.25,-55.578
18.26,-59.141
18.27,-59.795
18.28,-58.02
18.29,-54.37
18.3,-50.325
18.31,-45.593
18.32,-40.085
18.33,-33.997
18.34,-27.217
18.35,-18.837
18.36,-8.618
18.37,2.897
18.38,14.731
18.39,26.521
18.4,37.253
18.41,45.733
18.42,51.971
18.43,56.217
18.44,58.26
18.45,58.03
18.46,55.866
18.47,51.946
18.48,46.05
18.49,38.491
18.5,30.429
18.51,21.568
18.52,12.063
18.53,2.29
18.54,-8.063
18.55,-18.133
18.56,-27.803
18.57,-36.929
18.58,-44.798
18.59,-50.907
18.6,-55.103
18.61,-56.526
18.62,-55.227
18.63,-51.707
18.64,-46.274
18.65,-39.364
18.66,-32.247
18.67,-24.637
18.68,-16.545
18.69,-8.083
18.7,0.807
18.71,9.076
18.72,16.514
18.73,23.388
18.74,30.374
18.75,37.136
18.76,42.793
18.77,46.405
18.78,47.712
18.79,46.52
18.8,43.486
18.81,38.609
18.82,32.887
18.83,26.888
18.84,19.961
18.85,12.885
18.86,6.24
18.87,-0.58
18.88,-7.583
18.89,-13.497
18.9,-18.748
18.91,-23.262
18.92,-26.912
18.93,-29.21
18.94,-31.059
18.95,-31.234
18.96,-30.165
18.97,-28.628
18.98,-25.481
18.99,-21.344
19,-16.288
19.01,-10.578
19.02,-5.183
19.03,0.571
19.04,5.926
19.05,10.033
19.06,13.837
19.07,17.38
19.08,20.089
19.09,21.691
19.1,22.23
19.11,21.673
19.12,21.014
19.13,20.809
19.14,21.041
19.15,21.88
19.16,22.559
19.17,22.105
19.18,20.593
19.19,17.896
19.2,14.546
19.21,10.369
19.22,5.728
19.23,0.759
19.24,-3.785
19.25,-6.626
19.26,-8.104
19.27,-8.945
19.28,-9.392
19.29,-10.947
19.3,-13.67
19.31,-16.994
19.32,-20.614
19.33,-24.32
19.34,-26.411
19.35,-27.1
19.36,-24.954
19.37,-20.224
19.38,-14.165
19.39,-7.738
19.4,-1.707
19.41,2.79
19.42,6.078
19.43,7.779
19.44,8.857
19.45,10.444
19.46,13.095
19.47,16.425
19.48,20.546
19.49,24.225
19.5,27.148
19.51,28.395
19.52,27.064
19.53,23.706
19.54,17.968
19.55,11.157
19.56,4.661
19.57,-1.07
19.58,-4.578
19.59,-6.51
19.6,-6.717
19.61,-7.006
19.62,-8.167
19.63,-10.119
19.64,-13.332
19.65,-17.685
19.66,-21.488
19.67,-24.154
19.68,-24.709
19.69,-23.461
19.7,-19.968
19.71,-15.615
19.72,-11.095
19.73,-6.941
19.74,-3.752
19.75,-1.603
19.76,0.357
19.77,2.029
19.78,3.432
19.79,5.336
19.8,7.698
19.81,10.272
19.82,12.985
19.83,15.212
19.84,16.701
19.85,17.042
19.86,16.369
19.87,14.348
19.88,10.742
19.89,6.461
19.9,2.436
19.91,-1.187
19.92,-3.457
19.93,-4.603
19.94,-5.239
19.95,-5.518
19.96,-6.174
19.97,-7.689
19.98,-9.498
19.99,-11.768
20,-14.539
20.01,-17.39
20.02,-19.471
20.03,-20.033
20.04,-19.013
20.05,-16.428
20.06,-12.17
20.07,-7.873
20.08,-4.136
20.09,-1.645
20.1,-0.36
20.11,0.678
20.12,2.426
20.13,4.981
20.14,8.292
20.15,13.433
20.16,19.541
20.17,24.863
20.18,29.943
20.19,34.138
20.2,35.53
20.21,34.497
20.22,31.594
20.23,27.099
20.24,22.008
20.25,17.36
20.26,13.194
20.27,9.214
20.28,5.156
20.29,0.545
20.3,-4.937
20.31,-11.399
20.32,-18.198
20.33,-25.027
20.34,-30.872
20.35,-34.862
20.36,-35.995
20.37,-33.976
20.38,-29.825
20.39,-24.193
20.4,-18.767
20.41,-14.572
20.42,-11.156
20.43,-8.138
20.44,-4.38
20.45,0.866
20.46,6.678
20.47,13.699
20.48,20.927
20.49,27.924
20.5,34.074
20.51,38.053
20.52,39.426
20.53,38.258
20.54,34.909
20.55,31.163
20.56,26.893
20.57,23.009
20.58,19.964
20.59,17.81
20.6,15.583
20.61,13.294
20.62,9.754
20.63,4.492
20.64,-2.178
20.65,-9.081
20.66,-16.032
20.67,-21.918
20.68,-25.638
20.69,-27.443
20.7,-27.531
20.71,-26.681
20.72,-25.869
20.73,-24.904
20.74,-24.66
20.75,-24.576
20.76,-24.913
20.77,-24.798
20.78,-23.267
20.79,-20.58
20.8,-16.794
20.81,-12.266
20.82,-6.255
20.83,1.311
20.84,9.296
20.85,16.709
20.86,22.585
20.87,27.273
20.88,31.234
20.89,34.514
20.9,36.904
20.91,38.694
20.92,40.098
20.93,39.906
20.94,38.254
20.95,35.047
20.96,29.792
20.97,22.396
20.98,13.231
20.99,2.484
21,-9.35
21.01,-20.54
21.02,-30.187
21.03,-37.92
21.04,-43.335
21.05,-46.322
21.06,-46.83
21.07,-46.33
21.08,-44.955
21.09,-43.718
21.1,-42.288
21.11,-40.067
21.12,-36.58
21.13,-31.701
21.14,-23.806
21.15,-13.011
21.16,-0.278
21.17,13.289
21.18,25.7
21.19,35.442
21.2,41.429
21.21,44.762
21.22,46.491
21.23,46.837
21.24,46.243
21.25,44.504
21.26,42.055
21.27,39.347
21.28,35.478
21.29,29.953
21.3,23.247
21.31,14.716
21.32,4.606
21.33,-6.012
21.34,-16.118
21.35,-23.972
21.36,-29.082
21.37,-31.622
21.38,-32.103
21.39,-32.45
21.4,-32.918
21.41,-33.865
21.42,-34.702
21.43,-34.726
21.44,-33.189
21.45,-29.72
21.46,-24.419
21.47,-18.428
21.48,-11.731
21.49,-4.477
21.5,2.69
21.51,7.768
21.52,10.855
21.53,12.023
21.54,12.841
21.55,14.069
21.56,16.468
21.57,19.211
21.58,22.273
21.59,25.295
21.6,27.638
21.61,28.785
21.62,28.115
21.63,25.616
21.64,21.166
21.65,15.37
21.66,8.926
21.67,3.046
21.68,-1.068
21.69,-3.695
21.7,-5.684
21.71,-7.586
21.72,-9.43
21.73,-11.475
21.74,-14.125
21.75,-17.591
21.76,-21.304
21.77,-24.553
21.78,-26.862
21.79,-27.594
21.8,-26.182
21.81,-22.663
21.82,-17.68
21.83,-12.458
21.84,-6.883
21.85,-1.73
21.86,2.572
21.87,5.766
21.88,7.327
21.89,8.052
21.9,8.785
21.91,9.705
21.92,10.668
21.93,12.036
21.94,12.11
21.95,10.944
21.96,9.291
21.97,6.281
21.98,2.251
21.99,-1.75
22,-6.557
22.01,-10.95
22.02,-13.616
22.03,-14.137
22.04,-13.138
22.05,-11.336
22.06,-10.307
22.07,-10.001
22.08,-10.514
22.09,-10.959
22.1,-11.04
22.11,-11.149
22.12,-11.028
22.13,-10.398
22.14,-8.571
22.15,-5.652
22.16,-2.946
22.17,-1.838
22.18,-2.325
22.19,-2.562
22.2,-2.025
22.21,-0.027
22.22,2.198
22.23,5.176
22.24,8.156
22.25,10.669
22.26,12.009
22.27,12.347
22.28,12.113
22.29,11.403
22.3,10.745
22.31,10.019
22.32,9.128
22.33,7.958
22.34,6.836
22.35,5.389
22.36,3.534
22.37,1.425
22.38,-1.542
22.39,-5.71
22.4,-11.515
22.41,-17.5
22.42,-22.994
22.43,-28.122
22.44,-31.647
22.45,-32.836
22.46,-31.919
22.47,-29.941
22.48,-26.946
22.49,-23.218
22.5,-18.882
22.51,-14.249
22.52,-9.729
22.53,-4.252
22.54,1.984
22.55,9.039
22.56,16.937
22.57,24.469
22.58,30.969
22.59,36.471
22.6,40.72
22.61,43.761
22.62,45.501
22.63,44.448
22.64,40.652
22.65,34.981
22.66,27.716
22.67,19.652
22.68,10.882
22.69,0.991
22.7,-7.973
22.71,-15.906
22.72,-22.983
22.73,-29.346
22.74,-35.189
22.75,-40.415
22.76,-44.586
22.77,-47.592
22.78,-48.263
22.79,-45.187
22.8,-38.507
22.81,-29.437
22.82,-18.739
22.83,-8.155
22.84,1.946
22.85,11.149
22.86,19.442
22.87,26.618
22.88,32.396
22.89,37.193
22.9,41.863
22.91,46.408
22.92,50.024
22.93,51.699
22.94,50.312
22.95,44.919
22.96,34.742
22.97,21.049
22.98,5.935
22.99,-8.368
23,-20.602
23.01,-31.288
23.02,-39.378
23.03,-44.548
23.04,-46.903
23.05,-47.017
23.06,-45.862
23.07,-44.882
23.08,-43.945
23.09,-41.998
23.1,-37.886
23.11,-31.63
23.12,-23.288
23.13,-13.579
23.14,-2.504
23.15,9.39
23.16,21.045
23.17,31.174
23.18,39.095
23.19,44.564
23.2,47.679
23.21,48.825
23.22,48.699
23.23,47.58
23.24,45.049
23.25,40.383
23.26,32.715
23.27,23.02
23.28,11.715
23.29,0.458
23.3,-9.324
23.31,-16.971
23.32,-22.858
23.33,-27.82
23.34,-32.617
23.35,-36.889
23.36,-40.007
23.37,-41.483
23.38,-41.407
23.39,-40.51
23.4,-38.039
23.41,-33.164
23.42,-25.917
23.43,-16.625
23.44,-5.936
23.45,4.481
23.46,14.637
23.47,23.981
23.48,32.339
23.49,38.697
23.5,43.538
23.51,46.748
23.52,48.57
23.53,48.816
23.54,47.25
23.55,44.009
23.56,38.674
23.57,31.148
23.58,22.14
23.59,13.036
23.6,2.959
23.61,-7.513
23.62,-16.154
23.63,-23.281
23.64,-29.2
23.65,-34.538
23.66,-39.133
23.67,-43.682
23.68,-47.565
23.69,-49.237
23.7,-47.943
23.71,-44.119
23.72,-38.078
23.73,-30.132
23.74,-20.918
23.75,-10.211
23.76,0.876
23.77,10.474
23.78,18.148
23.79,24.409
23.8,30.074
23.81,36.294
23.82,43.006
23.83,49.693
23.84,54.656
23.85,57.314
23.86,56.452
23.87,52.664
23.88,47.057
23.89,40.395
23.9,32.85
23.91,25.067
23.92,16.847
23.93,9.02
23.94,1.451
23.95,-5.906
23.96,-14.071
23.97,-23.459
23.98,-33.244
23.99,-42.082
24,-48.541
24.01,-51.559
24.02,-50.723
24.03,-46.692
24.04,-40.799
24.05,-33.478
24.06,-26.529
24.07,-19.877
24.08,-13.622
24.09,-7.964
24.1,-2.779
24.11,2.342
24.12,8.361
24.13,15.49
24.14,23.003
24.15,30.168
24.16,36.091
24.17,40.28
24.18,41.555
24.19,39.98
24.2,35.819
24.21,30.709
24.22,25.243
24.23,19.923
24.24,14.79
24.25,8.809
24.26,2.312
24.27,-5.514
24.28,-13.464
24.29,-19.635
24.3,-23.913
24.31,-25.895
24.32,-25.32
24.33,-22.507
24.34,-18.591
24.35,-15.559
24.36,-14.114
24.37,-13.814
24.38,-13.385
24.39,-12.073
24.4,-8.852
24.41,-4.027
24.42,1.733
24.43,8.387
24.44,14.677
24.45,20.067
24.46,23.827
24.47,25.305
24.48,24.441
24.49,22.152
24.5,19.102
24.51,15.626
24.52,12.836
24.53,11.48
24.54,10.707
24.55,10.076
24.56,8.941
24.57,5.936
24.58,1.059
24.59,-5.643
24.6,-13.257
24.61,-21.169
24.62,-28.155
24.63,-32.562
24.64,-33.218
24.65,-31.417
24.66,-28.511
24.67,-26.372
24.68,-24.528
24.69,-22.927
24.7,-21.002
24.71,-17.566
24.72,-13.026
24.73,-7.587
24.74,-0.156
24.75,8.441
24.76,17.85
24.77,26.063
24.78,32.213
24.79,35.073
24.8,34.9
24.81,33.707
24.82,32.71
24.83,31.844
24.84,31.441
24.85,30.016
24.86,27.346
24.87,22.575
24.88,15.743
24.89,6.96
24.9,-2.65
24.91,-12.743
24.92,-22.175
24.93,-30.265
24.94,-36.933
24.95,-41.407
24.96,-44.113
24.97,-45.771
24.98,-46.599
24.99,-46.55
25,-45.037
25.01,-41.866
25.02,-35.868
25.03,-27.256
25.04,-16.588
25.05,-5.083
25.06,4.687
25.07,11.991
25.08,17.864
25.09,22.27
25.1,25.651
25.11,29.481
25.12,33.666
25.13,37.562
25.14,41.215
25.15,43.137
25.16,42.117
25.17,38.792
25.18,33.066
25.19,25.796
25.2,16.966
25.21,6.509
25.22,-4.163
25.23,-12.686
25.24,-19.539
25.25,-24.418
25.26,-28.313
25.27,-33.217
25.28,-39.187
25.29,-44.114
25.3,-47.169
25.31,-47.799
25.32,-45.192
25.33,-40.014
25.34,-33.38
25.35,-25.539
25.36,-16.923
25.37,-7.781
25.38,1.719
25.39,10.583
25.4,18.474
25.41,24.957
25.42,30.15
25.43,34.918
25.44,39.334
25.45,42.709
25.46,44.219
25.47,43.099
25.48,38.751
25.49,32.633
25.5,25.194
25.51,16.813
25.52,7.401
25.53,-2.253
25.54,-10.184
25.55,-15.991
25.56,-19.982
25.57,-23.325
25.58,-27.082
25.59,-32.36
25.6,-37.657
25.61,-40.598
25.62,-41.148
25.63,-39.351
25.64,-35.129
25.65,-27.81
25.66,-19.078
25.67,-9.447
25.68,-0.137
25.69,8.606
25.7,15.785
25.71,21.212
25.72,25.231
25.73,28.869
25.74,32.487
25.75,35.869
25.76,38.187
25.77,38.851
25.78,37.335
25.79,32.541
25.8,25.369
25.81,17.745
25.82,10.25
25.83,3.129
25.84,-2.522
25.85,-6.924
25.86,-10.192
25.87,-13.077
25.88,-15.942
25.89,-18.812
25.9,-22.254
25.91,-25.764
25.92,-28.451
25.93,-29.183
25.94,-26.35
25.95,-20.054
25.96,-12.137
25.97,-4.298
25.98,1.449
25.99,5.801
26,8.887
26.01,11.809
26.02,13.882
26.03,14.382
26.04,13.659
26.05,13.139
26.06,13.677
26.07,14.803
26.08,14.788
26.09,13.024
26.1,10.051
26.11,5.232
26.12,-0.648
26.13,-6.021
26.14,-9.593
26.15,-11.719
26.16,-13.057
26.17,-13.449
26.18,-13.665
26.19,-12.593
26.2,-10.219
26.21,-7.828
26.22,-6.005
26.23,-4.41
26.24,-2.35
26.25,0.766
26.26,4.265
26.27,7.997
26.28,10.663
26.29,12.103
26.3,12.179
26.31,11.196
26.32,9.78
26.33,9.341
26.34,9.667
26.35,9.52
26.36,7.524
26.37,4.356
26.38,-0.173
26.39,-5.12
26.4,-9.085
26.41,-13.092
26.42,-16.16
26.43,-17.618
26.44,-18.061
26.45,-17.304
26.46,-15.857
26.47,-13.809
26.48,-11.889
26.49,-9.774
26.5,-7.65
26.51,-5.024
26.52,-1.509
26.53,2.432
26.54,7.007
26.55,11.584
26.56,15.905
26.57,20.008
26.58,24.103
26.59,26.625
26.6,25.953
26.61,22.37
26.62,16.845
26.63,11.127
26.64,6.068
26.65,1.36
26.66,-2.003
26.67,-4.477
26.68,-6.837
26.69,-9.571
26.7,-12.597
26.71,-16.882
26.72,-22.031
26.73,-26.828
26.74,-30.531
26.75,-32.015
26.76,-30.19
26.77,-24.987
26.78,-17.831
26.79,-10.076
26.8,-3.024
26.81,2.108
26.82,5.281
26.83,7.85
26.84,11.203
26.85,15.588
26.86,20.188
26.87,23.577
26.88,25.468
26.89,25.69
26.9,25.914
26.91,26.133
26.92,24.679
26.93,21.433
26.94,16.694
26.95,10.803
26.96,5.228
26.97,0.06
26.98,-4.752
26.99,-8.731
27,-12.132
27.01,-15.278
27.02,-18.505
27.03,-20.88
27.04,-21.675
27.05,-21.742
27.06,-21.985
27.07,-22.468
27.08,-22.808
27.09,-21.81
27.1,-19.137
27.11,-14.914
27.12,-9.75
27.13,-4.203
27.14,1.098
27.15,6.526
27.16,11.79
27.17,16.373
27.18,20.094
27.19,21.834
27.2,21.989
27.21,20.721
27.22,19.077
27.23,17.502
27.24,16.113
27.25,14.408
27.26,12.318
27.27,10.119
27.28,7.778
27.29,5.107
27.3,2.274
27.31,-1.565
27.32,-5.952
27.33,-11.011
27.34,-15.126
27.35,-17.5
27.36,-17.552
27.37,-16.426
27.38,-15.192
27.39,-13.598
27.4,-11.254
27.41,-8.532
27.42,-5.746
27.43,-2.645
27.44,-0.512
27.45,0.708
27.46,1.647
27.47,2.319
27.48,3.649
27.49,5.611
27.5,7.889
27.51,10.482
27.52,12.639
27.53,13.38
27.54,13.646
27.55,13.787
27.56,14.16
27.57,14.251
27.58,13.828
27.59,13.77
27.6,13.709
27.61,12.556
27.62,10.323
27.63,7.423
27.64,3.933
27.65,0.301
27.66,-2.934
27.67,-6.056
27.68,-8.766
27.69,-11.121
27.7,-13.209
27.71,-14.919
27.72,-16.158
27.73,-16.933
27.74,-17.411
27.75,-18.263
27.76,-19.426
27.77,-19.867
27.78,-19.601
27.79,-18.032
27.8,-15.068
27.81,-11.53
27.82,-7.929
27.83,-3.939
27.84,0.211
27.85,3.769
27.86,6.35
27.87,7.832
27.88,9.281
27.89,10.972
27.9,12.656
27.91,15.138
27.92,17.421
27.93,18.502
27.94,18.531
27.95,18.085
27.96,17.316
27.97,15.704
27.98,14.086
27.99,11.926
28,9.315
28.01,6.862
28.02,4.068
28.03,0.648
28.04,-3.667
28.05,-8.028
28.06,-12.032
28.07,-14.464
28.08,-16.369
28.09,-19.175
28.1,-22.426
28.11,-24.368
28.12,-24.476
28.13,-22.106
28.14,-18.556
28.15,-14.914
28.16,-12.447
28.17,-11.146
28.18,-8.806
28.19,-5.391
28.2,-1.455
28.21,2.168
28.22,5.803
28.23,9.619
28.24,14.297
28.25,18.749
28.26,22.176
28.27,24.076
28.28,24.961
28.29,25.468
28.3,26.734
28.31,27.696
28.32,27.559
28.33,26.036
28.34,23.174
28.35,18.256
28.36,12.467
28.37,6.767
28.38,0.695
28.39,-5.434
28.4,-12.104
28.41,-18.946
28.42,-24.345
28.43,-28.204
28.44,-30.155
28.45,-30.747
28.46,-30.337
28.47,-29.65
28.48,-28.907
28.49,-27.093
28.5,-24.301
28.51,-19.711
28.52,-13.268
28.53,-6.426
28.54,0.248
28.55,6.75
28.56,13.21
28.57,18.768
28.58,22.812
28.59,25.597
28.6,28.002
28.61,29.121
28.62,29.534
28.63,29.844
28.64,28.43
28.65,25.836
28.66,22.305
28.67,18.992
28.68,15.593
28.69,12.452
28.7,9.537
28.71,5.834
28.72,2.094
28.73,-1.459
28.74,-4.635
28.75,-7.536
28.76,-10.111
28.77,-12.493
28.78,-13.806
28.79,-13.888
28.8,-13.478
28.81,-12.093
28.82,-10.572
28.83,-8.764
28.84,-6.891
28.85,-5.645
28.86,-4.368
28.87,-2.729
28.88,-0.352
28.89,1.633
28.9,2.77
28.91,2.955
28.92,3.32
28.93,5.134
28.94,8.145
28.95,11.927
28.96,14.292
28.97,14.149
28.98,10.912
28.99,6.95
29,2.934
29.01,0.288
29.02,-1.368
29.03,-1.586
29.04,-0.775
29.05,1.037
29.06,3.137
29.07,4.482
29.08,4.123
29.09,2.281
29.1,-0.535
29.11,-3.384
29.12,-6.251
29.13,-8.935
29.14,-10.433
29.15,-10.74
29.16,-10.679
29.17,-10.438
29.18,-10.416
29.19,-10.445
29.2,-9.927
29.21,-9.066
29.22,-7.348
29.23,-6.091
29.24,-5.945
29.25,-6.213
29.26,-5.996
29.27,-5.066
29.28,-3.888
29.29,-2.884
29.3,-2.339
29.31,-2.285
29.32,-1.78
29.33,0.049
29.34,1.663
29.35,1.738
29.36,0.477
29.37,-0.728
29.38,-1.599
29.39,-1.822
29.4,-2.402
29.41,-3.392
29.42,-5.054
29.43,-6.924
29.44,-8.12
29.45,-8.57
29.46,-8.068
29.47,-6.305
29.48,-4.187
29.49,-1.314
29.5,2.261
29.51,4.995
29.52,6.237
29.53,6.32
29.54,5.274
29.55,4.228
29.56,4.089
29.57,4.916
29.58,5.831
29.59,7.022
29.6,7.373
29.61,6.183
29.62,3.038
29.63,-1.762
29.64,-6.614
29.65,-10.737
29.66,-14.283
29.67,-16.548
29.68,-18.884
29.69,-21.823
29.7,-25.159
29.71,-27.078
29.72,-25.884
29.73,-22.515
29.74,-17.874
29.75,-13.016
29.76,-8.189
29.77,-3.675
29.78,0.138
29.79,3.355
29.8,5.14
29.81,5.878
29.82,8.03
29.83,12.397
29.84,17.958
29.85,24.021
29.86,28.624
29.87,30.978
29.88,31.458
29.89,30.215
29.9,27.393
29.91,23.904
29.92,19.382
29.93,13.595
29.94,7.395
29.95,1.729
29.96,-2.86
29.97,-6.637
29.98,-9.047
29.99,-10.883
30,-13.016
30.01,-16.316
30.02,-20.624
30.03,-25.506
30.04,-29.863
30.05,-32.603
30.06,-32.712
30.07,-30.445
30.08,-26.361
30.09,-20.889
30.1,-14.508
30.11,-8.359
30.12,-3.166
30.13,-0.708
30.14,0.049
30.15,0.236
30.16,1.046
30.17,2.834
30.18,5.55
30.19,9.176
30.2,12.795
30.21,14.894
30.22,16.456
30.23,16.752
30.24,15.958
30.25,14.606
30.26,12.443
30.27,9.356
30.28,5.864
30.29,2.884
30.3,1.171
30.31,0.119
30.32,-0.629
30.33,-1.107
30.34,-0.632
30.35,-0.322
30.36,0.523
30.37,0.846
30.38,-0.186
30.39,-2.04
30.4,-3.706
30.41,-5.741
30.42,-6.53
30.43,-6.142
30.44,-5.337
30.45,-4.88
30.46,-5.083
30.47,-6.984
30.48,-9.916
30.49,-13.313
30.5,-15.593
30.51,-16.258
30.52,-16.849
30.53,-17.084
30.54,-16.645
30.55,-15.379
30.56,-14.239
30.57,-12.619
30.58,-9.959
30.59,-6.552
30.6,-2.403
30.61,2.373
30.62,7.522
30.63,12.922
30.64,18.559
30.65,23.514
30.66,26.793
30.67,28.058
30.68,28.887
30.69,30.087
30.7,31.901
30.71,33.754
30.72,33.611
30.73,30.952
30.74,25.286
30.75,18.74
30.76,11.469
30.77,5.205
30.78,-0.576
30.79,-5.982
30.8,-11.362
30.81,-17.502
30.82,-24.209
30.83,-30.324
30.84,-34.24
30.85,-36.773
30.86,-38.227
30.87,-37.45
30.88,-34.257
30.89,-28.971
30.9,-22.691
30.91,-15.759
30.92,-10.475
30.93,-6.771
30.94,-3.282
30.95,1.008
30.96,6.724
30.97,14.138
30.98,22.894
30.99,30.592
31,36.615
31.01,40.217
31.02,41.413
31.03,40.333
31.04,36.351
31.05,30.02
31.06,22.224
31.07,14.175
31.08,6.937
31.09,0.202
31.1,-5.377
31.11,-9.721
31.12,-13.576
31.13,-16.508
31.14,-18.95
31.15,-20.42
31.16,-21.214
31.17,-21.896
31.18,-23.488
31.19,-24.909
31.2,-25.005
31.21,-22.923
31.22,-18.404
31.23,-10.709
31.24,-1.762
31.25,6.931
31.26,14.144
31.27,18.907
31.28,20.606
31.29,20.568
31.3,19.737
31.31,19.414
31.32,19.437
31.33,18.516
31.34,17.286
31.35,15.939
31.36,14.69
31.37,13.605
31.38,12.094
31.39,10.22
31.4,6.955
31.41,3.208
31.42,-1.026
31.43,-4.743
31.44,-8.435
31.45,-10.905
31.46,-11.966
31.47,-11.46
31.48,-9.501
31.49,-6.989
31.5,-5.842
31.51,-6.039
31.52,-6.775
31.53,-7.637
31.54,-8.464
31.55,-7.891
31.56,-5.115
31.57,-0.523
31.58,4.222
31.59,8.701
31.6,12.58
31.61,15.366
31.62,17.417
31.63,18.33
31.64,17.557
31.65,16.032
31.66,13.908
31.67,11.708
31.68,9.968
31.69,9.211
31.7,9.862
31.71,10.336
31.72,8.958
31.73,5.533
31.74,0.951
31.75,-4.078
31.76,-9.054
31.77,-13.859
31.78,-18.637
31.79,-22.573
31.8,-24.073
31.81,-23.251
31.82,-19.968
31.83,-15.631
31.84,-11.123
31.85,-7.165
31.86,-4.255
31.87,-2.102
31.88,0.573
31.89,4.035
31.9,7.104
31.91,10.308
31.92,14.534
31.93,19.636
31.94,25.165
31.95,29.8
31.96,33.245
31.97,34.023
31.98,31.284
31.99,25.169
32,16.295
32.01,6.295
32.02,-2.129
32.03,-7.834
32.04,-11.069
32.05,-13.131
32.06,-15.099
32.07,-17.803
32.08,-20.966
32.09,-24.763
32.1,-28.844
32.11,-32.844
32.12,-36.646
32.13,-39.641
32.14,-40.16
32.15,-38.069
32.16,-32.998
32.17,-25.136
32.18,-14.784
32.19,-2.649
32.2,9.355
32.21,19.788
32.22,27.395
32.23,31.341
32.24,32.684
32.25,31.551
32.26,29.063
32.27,26.685
32.28,25.777
32.29,27.091
32.3,29.816
32.31,32.623
32.32,33.822
32.33,31.547
32.34,25.888
32.35,17.52
32.36,7.255
32.37,-2.99
32.38,-12.848
32.39,-21.302
32.4,-26.963
32.41,-29.567
32.42,-29.737
32.43,-28.161
32.44,-26.682
32.45,-26.937
32.46,-28.085
32.47,-29.465
32.48,-29.92
32.49,-28.019
32.5,-24.707
32.51,-20.028
32.52,-14.265
32.53,-8.18
32.54,-1.259
32.55,5.856
32.56,12.013
32.57,16.103
32.58,17.722
32.59,16.873
32.6,14.942
32.61,13.431
32.62,12.954
32.63,13.888
32.64,16.043
32.65,19.511
32.66,23.45
32.67,25.862
32.68,25.533
32.69,22.682
32.7,17.884
32.71,11.494
32.72,3.763
32.73,-4.419
32.74,-11.226
32.75,-15.087
32.76,-14.91
32.77,-12.177
32.78,-9
32.79,-6.78
32.8,-5.838
32.81,-6.7
32.82,-9.768
32.83,-14.162
32.84,-19.148
32.85,-23.414
32.86,-26.134
32.87,-26.957
32.88,-25.567
32.89,-20.944
32.9,-13.472
32.91,-4.886
32.92,3.088
32.93,9.794
32.94,14.949
32.95,18.082
32.96,18.952
32.97,17.687
